ISO,index,Macroarea,Latitude,Longitude,Status_X_L,countryISO,num_speakers,country_population,Country_coord,cant_paises
aal,1189,Africa,11.3333333333,15.3333333333,0,"['NGA', 'CMR']",,"[190886311.0, 24053727.0]","['Point(8.0 9.0)', 'Point(12.0 7.0)']",2
kcr,1190,Africa,11.8333333333,29.3333333333,0,SDN,,40533330.0,Point(32.0 15.0),1
xte,1191,Papunesia,-4.5,140.5,0,IDN,,270625568.0,Point(118.0 -2.0),1
ktw,1192,North America,39.6666666667,-123.666666667,0,USA,,331449281.0,Point(-98.5795 39.828175),1
zlm,1193,Eurasia,-1.86666666667,110.0,0,"['IDN', 'SGP', 'MYS']",,"[270625568.0, 5888926.0, 31624264.0]","['Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)']",3
zlm,1194,Eurasia,3.16666666667,101.7,0,"['IDN', 'SGP', 'MYS']",,"[270625568.0, 5888926.0, 31624264.0]","['Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)']",3
kca,1195,Eurasia,65.0,65.0,0,RUS,9584.0,146804372.0,Point(94.25 66.416666666),1
bsh,1196,Eurasia,35.5,70.0,0,"['PAK', 'AFG']",24200.0,"[216565318.0, 36643815.0]","['Point(71.0 30.0)', 'Point(66.0 34.0)']",2
cmn,1197,Eurasia,25.0,102.75,0,"['CHN', 'IDN', 'SGP', 'MYS', 'TWN', 'BRN', 'PHL']",1074000000.0,"[1409517397.0, 1443497378.0, 270625568.0, 5888926.0, 31624264.0, 23593794.0, 428697.0, 100981437.0]","['Point(103.451944444 35.844722222)', 'Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)', 'Point(121.0 24.0)', 'Point(114.566667 4.4)', 'Point(123.0 12.0)']",7
cmn,1198,Eurasia,34.0,110.0,0,"['CHN', 'IDN', 'SGP', 'MYS', 'TWN', 'BRN', 'PHL']",1074000000.0,"[1409517397.0, 1443497378.0, 270625568.0, 5888926.0, 31624264.0, 23593794.0, 428697.0, 100981437.0]","['Point(103.451944444 35.844722222)', 'Point(118.0 -2.0)', 'Point(103.8 1.3)', 'Point(108.0 3.0)', 'Point(121.0 24.0)', 'Point(114.566667 4.4)', 'Point(123.0 12.0)']",7
gmo,1199,Africa,6.75,37.0833333333,,ETH,2000000.0,104957438.0,Point(40.0 9.0),1
kfy,1200,Eurasia,30.0,80.0,0,IND,2300000.0,1326093247.0,Point(83.0 22.8),1
kvn,1201,South America,8.0,-77.3333333333,0,"['COL', 'PAN']",,"[49065615.0, 4098587.0]","['Point(-74.0 4.0)', 'Point(-80.366667 8.616667)']",2
kto,1202,Papunesia,-3.05,151.5,0,PNG,,8935000.0,Point(147.0 -6.3),1
kum,1203,Eurasia,43.0,47.3333333333,0,RUS,426212.0,146804372.0,Point(94.25 66.416666666),1
kru,1204,Eurasia,22.8333333333,85.5,0,"['IND', 'BGD']",2000000.0,"[1326093247.0, 165775000.0]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']",2
kgg,1205,Eurasia,28.0,84.6666666667,0,NPL,7.0,30327877.0,Point(84.0 28.0),1
kut,1206,North America,49.5,-116.0,0,"['CAN', 'USA']",100.0,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
kuy,1207,Australia,-12.5833333333,143.083333333,0,AUS,,24511800.0,Point(137.0 -28.0),1
kxv,1208,Eurasia,18.75,82.6666666667,0,IND,350000.0,1326093247.0,Point(83.0 22.8),1
vkt,1209,Papunesia,-0.333333333333,116.666666667,0,IDN,,270625568.0,Point(118.0 -2.0),1
mbt,1210,Papunesia,7.75,125.0,0,PHL,,100981437.0,Point(123.0 12.0),1
kwd,1211,Papunesia,-8.95,161.0,0,SLB,,611343.0,Point(159.816666666 -9.466666666),1
kwe,1212,Papunesia,-2.25,138.5,0,IDN,,270625568.0,Point(118.0 -2.0),1
knj,1213,North America,15.8333333333,-91.8333333333,0,"['MEX', 'GTM']",,"[124777324.0, 17263239.0]","['Point(-102.0 23.0)', 'Point(-90.25 15.5)']",2
kwk,1214,North America,51.0,-127.0,0,CAN,500.0,37894799.0,Point(-109.0 56.0),1
ksq,1215,Africa,10.4166666667,11.0,0,NGA,,190886311.0,Point(8.0 9.0),1
kwn,1216,Africa,-18.0,19.5,0,"['AGO', 'NAM']",,"[29784193.0, 2533794.0]","['Point(17.35 -12.35)', 'Point(17.0 -23.0)']",2
kmo,1217,Papunesia,-4.16666666667,142.75,0,PNG,,8935000.0,Point(147.0 -6.3),1
tnk,1218,Papunesia,-19.5833333333,169.416666667,0,VUT,,276244.0,Point(168.016669444 -16.633330555),1
xaw,1219,North America,36.0,-117.5,0,USA,,331449281.0,Point(-98.5795 39.828175),1
kwo,1220,Papunesia,-3.5,141.5,0,PNG,,8935000.0,Point(147.0 -6.3),1
kwy,1221,Africa,-5.5,12.25,0,COD,,86790567.0,Point(23.656 -2.88),1
xwa,1222,South America,-12.5833333333,-60.6666666667,0,BRA,,210147125.0,Point(-53.0 -14.0),1
xuu,1223,Africa,-17.5,22.5,0,"['AGO', 'BWA', 'NAM']",,"[29784193.0, 2291661.0, 2533794.0]","['Point(17.35 -12.35)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']",3
gvn,1224,Australia,-16.0,145.0,0,AUS,,24511800.0,Point(137.0 -28.0),1
ken,1225,Africa,5.66666666667,9.5,0,CMR,,24053727.0,Point(12.0 7.0),1
kyc,1226,Papunesia,-5.55,144.083333333,0,PNG,,8935000.0,Point(147.0 -6.3),1
eky,1227,Eurasia,19.0,97.5,0,"['MMR', 'THA']",,"[53370609.0, 65931550.0]","['Point(96.0 22.0)', 'Point(101.0 14.0)']",2
koy,1228,North America,65.0,-155.0,0,USA,,331449281.0,Point(-98.5795 39.828175),1
kny,1229,Africa,-7.33333333333,23.5833333333,0,COD,,86790567.0,Point(23.656 -2.88),1
txu,1230,South America,-9.0,-52.0,0,BRA,7100.0,210147125.0,Point(-53.0 -14.0),1
nuk,1231,North America,50.1666666667,-127.166666667,0,CAN,,37894799.0,Point(-109.0 56.0),1
yuj,1232,Papunesia,-3.75,141.083333333,0,PNG,,8935000.0,Point(147.0 -6.3),1
gbb,1233,Australia,-21.0,134.0,0,AUS,,24511800.0,Point(137.0 -28.0),1
kyz,1234,South America,-11.0,-55.5,0,BRA,,210147125.0,Point(-53.0 -14.0),1
kpv,1235,Eurasia,65.0,55.0,0,RUS,156000.0,146804372.0,Point(94.25 66.416666666),1
kpv,1236,Eurasia,65.0,55.0,0,RUS,156000.0,146804372.0,Point(94.25 66.416666666),1
gdm,1237,Africa,10.0,17.6666666667,0,TCD,749.0,15477751.0,Point(19.4 15.466667),1
lbu,1238,Papunesia,-6.75,146.916666667,0,PNG,,8935000.0,Point(147.0 -6.3),1
lac,1239,North America,17.0,-91.5,0,MEX,,124777324.0,Point(-102.0 23.0),1
lbj,1240,Eurasia,34.0,78.0,0,"['CHN', 'IND']",27000.0,"[1409517397.0, 1443497378.0, 1326093247.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)']",2
laf,1241,Africa,10.25,31.25,0,SDN,,40533330.0,Point(32.0 15.0),1
kot,1242,Africa,11.5,14.8333333333,0,"['TCD', 'CMR']",,"[15477751.0, 24053727.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)']",2
lhu,1243,Eurasia,20.0,98.1666666667,0,"['CHN', 'LAO', 'MMR']",450000.0,"[1409517397.0, 1443497378.0, 6858160.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(104.0 18.2)', 'Point(96.0 22.0)']",3
cnh,1244,Eurasia,22.6666666667,93.6666666667,0,"['IND', 'MMR', 'BGD']",125000.0,"[1326093247.0, 53370609.0, 165775000.0]","['Point(83.0 22.8)', 'Point(96.0 22.0)', 'Point(89.866667 24.016667)']",3
lbe,1245,Eurasia,42.1666666667,47.1666666667,0,RUS,154820.0,146804372.0,Point(94.25 66.416666666),1
ywt,1246,Eurasia,25.0,100.25,0,CHN,,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
lme,1247,Africa,9.0,14.5,0,"['TCD', 'CMR']",,"[15477751.0, 24053727.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)']",2
laj,1248,Africa,2.16666666667,33.0,0,UGA,,42862958.0,Point(32.39 1.28),1
lao,1249,Eurasia,18.0,103.0,0,"['KHM', 'LAO']",5225552.0,"[16005373.0, 6858160.0]","['Point(105.0 12.6)', 'Point(104.0 18.2)']",2
lrg,1250,Australia,-12.6666666667,130.833333333,0,AUS,23.0,24511800.0,Point(137.0 -28.0),1
lav,1251,Eurasia,57.0,24.0,,LVA,1500000.0,1909000.0,Point(25.0 57.0),1
llu,1252,Papunesia,-9.58333333333,161.5,0,SLB,,611343.0,Point(159.816666666 -9.466666666),1
lvk,1253,Papunesia,-9.08333333333,159.2,0,SLB,1783.0,611343.0,Point(159.816666666 -9.466666666),1
lzz,1254,Eurasia,41.5,41.5,0,"['TUR', 'GEO']",250000.0,"[83614362.0, 3717100.0]","['Point(36.0 39.0)', 'Point(43.733330555 42.016669444)']",2
lun,1255,Africa,-10.6666666667,24.0,0,"['AGO', 'ZMB', 'COD']",,"[29784193.0, 17094130.0, 86790567.0]","['Point(17.35 -12.35)', 'Point(28.0 -14.0)', 'Point(23.656 -2.88)']",3
lbt,1256,Eurasia,22.6666666667,104.833333333,0,"['CHN', 'VNM']",,"[1409517397.0, 1443497378.0, 94660000.0]","['Point(103.451944444 35.844722222)', 'Point(108.0 16.0)']",2
lug,1257,Africa,0.5,32.1666666667,0,UGA,4100000.0,42862958.0,Point(32.39 1.28),1
lld,1258,Eurasia,46.5833333333,11.9166666667,0,ITA,30000.0,60317000.0,Point(12.5 42.5),1
led,1259,Africa,2.0,30.5,0,"['COD', 'UGA']",,"[86790567.0, 42862958.0]","['Point(23.656 -2.88)', 'Point(32.39 1.28)']",2
agh,1260,Africa,1.75,25.0,0,COD,,86790567.0,Point(23.656 -2.88),1
lec,1261,South America,-15.0,-67.9166666667,0,BOL,,11051600.0,Point(-64.991228611 -17.056869611),1
lea,1262,Africa,-2.83333333333,27.1666666667,0,COD,,86790567.0,Point(23.656 -2.88),1
lln,1263,Africa,9.08333333333,15.5833333333,0,TCD,,15477751.0,Point(19.4 15.466667),1
tnl,1264,Papunesia,-19.45,169.25,0,VUT,,276244.0,Point(168.016669444 -16.633330555),1
lep,1265,Eurasia,27.1666666667,88.5,0,"['IND', 'NPL', 'BTN']",75000.0,"[1326093247.0, 30327877.0, 807610.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)', 'Point(90.5 27.45)']",3
les,1266,Africa,2.0,29.0,0,COD,,86790567.0,Point(23.656 -2.88),1
lti,1267,Papunesia,-8.2,127.666666667,0,IDN,,270625568.0,Point(118.0 -2.0),1
lww,1268,Papunesia,-16.75,168.333333333,0,VUT,,276244.0,Point(168.016669444 -16.633330555),1
lez,1269,Eurasia,41.6666666667,47.8333333333,0,"['RUS', 'AZE']",633610.0,"[146804372.0, 10127874.0]","['Point(94.25 66.416666666)', 'Point(47.7 40.3)']",2
ojv,1270,Papunesia,-5.33333333333,159.416666667,0,SLB,,611343.0,Point(159.816666666 -9.466666666),1
nds,1271,Eurasia,53.0,10.0,0,"['DNK', 'NLD', 'BRA', 'DEU']",5000000.0,"[5827463.0, 17282163.0, 210147125.0, 83149300.0]","['Point(10.0 56.0)', 'Point(5.55 52.316666666)', 'Point(-53.0 -14.0)', 'Point(10.0 51.0)']",4
lag,1272,Africa,-4.5,36.0,0,TZA,,57310019.0,Point(34.854 -6.307),1
psr,1273,Eurasia,40.0,-8.0,0,PRT,,10295909.0,Point(-9.183333333 38.7),1
log,1274,Africa,3.5,30.0,0,COD,,86790567.0,Point(23.656 -2.88),1
lgu,1275,Papunesia,-9.75,160.666666667,0,SLB,,611343.0,Point(159.816666666 -9.466666666),1
lha,1276,Eurasia,21.5833333333,103.916666667,0,VNM,,94660000.0,Point(108.0 16.0),1
lhm,1277,Eurasia,27.6666666667,87.4166666667,0,"['CHN', 'IND', 'NPL']",,"[1409517397.0, 1443497378.0, 1326093247.0, 30327877.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)', 'Point(84.0 28.0)']",3
lic,1278,Eurasia,19.0,109.5,0,CHN,700000.0,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
ise,1279,Eurasia,42.0,13.0,0,ITA,,60317000.0,Point(12.5 42.5),1
lil,1280,North America,50.75,-122.0,0,CAN,,37894799.0,Point(-109.0 56.0),1
lif,1281,Eurasia,27.1666666667,87.75,0,"['IND', 'NPL']",420000.0,"[1326093247.0, 30327877.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)']",2
lin,1282,Africa,2.0,18.5,0,"['COG', 'COD']",2000000.0,"[5260750.0, 86790567.0]","['Point(15.383330555 -0.75)', 'Point(23.656 -2.88)']",2
lis,1283,Eurasia,26.0,98.0,0,"['CHN', 'MMR']",,"[1409517397.0, 1443497378.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']",2
lit,1284,Eurasia,55.0,24.0,0,"['POL', 'LTU', 'BLR']",4000000.0,"[38382576.0, 2790842.0, 9349645.0]","['Point(19.0 52.0)', 'Point(24.0 55.2)', 'Point(28.046666666 53.528333333)']",3
liv,1285,Eurasia,56.8333333333,24.0,0,LVA,0.0,1909000.0,Point(25.0 57.0),1
law,1286,Papunesia,-0.5,120.0,0,IDN,,270625568.0,Point(118.0 -2.0),1
lbc,1287,Eurasia,24.0833333333,110.166666667,0,CHN,,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222),1
lkt,1288,North America,43.8333333333,-101.833333333,0,"['CAN', 'USA']",2000.0,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
lby,1289,Australia,-14.8333333333,144.5,0,AUS,,24511800.0,Point(137.0 -28.0),1
lef,1290,Africa,7.33333333333,0.5,0,GHA,,26908262.0,Point(-0.5 8.0),1
lom,1291,Africa,8.0,-9.5,0,LBR,,4731906.0,Point(-9.75 6.533333),1
lam,1292,Africa,-13.0,28.0,0,"['ZMB', 'COD']",219000.0,"[17094130.0, 86790567.0]","['Point(28.0 -14.0)', 'Point(23.656 -2.88)']",2
hia,1293,Africa,11.25,13.5833333333,0,"['TCD', 'CMR', 'NGA']",,"[15477751.0, 24053727.0, 190886311.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)', 'Point(8.0 9.0)']",3
slp,1294,Papunesia,-8.25,122.916666667,0,IDN,180000.0,270625568.0,Point(118.0 -2.0),1
lmn,1295,Eurasia,17.0,77.0,0,IND,6000000.0,1326093247.0,Point(83.0 22.8),1
ljp,1296,Papunesia,-5.0,105.0,0,IDN,,270625568.0,Point(118.0 -2.0),1
lmu,1297,Papunesia,-16.5833333333,168.166666667,0,VUT,,276244.0,Point(168.016669444 -16.633330555),1
liy,1298,Africa,6.5,20.75,0,CAF,,4659080.0,Point(20.9 6.7),1
enx,1299,South America,-22.5,-59.0,0,PRY,,6811297.0,Point(-58.0 -23.5),1
lad,1300,Eurasia,40.0,33.0,0,ISR,137000.0,9093000.0,Point(35.0 31.0),1
lns,1301,Africa,6.16666666667,10.75,0,"['CMR', 'NGA']",,"[24053727.0, 190886311.0]","['Point(12.0 7.0)', 'Point(8.0 9.0)']",2
crc,1302,Papunesia,-16.2166666667,168.0,0,VUT,,276244.0,Point(168.016669444 -16.633330555),1
lob,1303,Africa,10.5,-3.25,0,"['BFA', 'CIV']",440000.0,"[19193382.0, 24294750.0]","['Point(-2.066667 12.266667)', 'Point(-6.0 8.0)']",2
lok,1304,Africa,9.33333333333,-12.0833333333,0,SLE,,7557212.0,Point(-12.1 8.5),1
los,1305,Papunesia,-2.06666666667,147.333333333,0,PNG,,8935000.0,Point(147.0 -6.3),1
njh,1306,Eurasia,26.5,94.25,0,IND,179467.0,1326093247.0,Point(83.0 22.8),1
loj,1307,Papunesia,-2.38333333333,147.316666667,0,PNG,,8935000.0,Point(147.0 -6.3),1
lbo,1308,Eurasia,15.0,106.333333333,0,LAO,28000.0,6858160.0,Point(104.0 18.2),1
loz,1309,Africa,-17.8333333333,26.0,0,"['ZAF', 'ZMB', 'ZWE', 'BWA', 'NAM']",600000.0,"[59622350.0, 17094130.0, 16529904.0, 2291661.0, 2533794.0]","['Point(24.0 -29.0)', 'Point(28.0 -14.0)', 'Point(30.0 -19.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']",5
lbz,1310,Australia,-16.5,139.333333333,0,AUS,,24511800.0,Point(137.0 -28.0),1
alo,1311,Papunesia,-3.75,127.916666667,0,IDN,,270625568.0,Point(118.0 -2.0),1
aed,1312,South America,-34.0,-63.0,0,ARG,,44938712.0,Point(-64.0 -34.0),1
bzs,1313,South America,-15.0,-48.0,0,BRA,3000000.0,210147125.0,Point(-53.0 -14.0),1
ssp,1314,Eurasia,40.0,-3.0,0,ESP,,46733038.0,Point(-3.5 40.2),1
khb,1315,Eurasia,22.0,100.666666667,0,"['CHN', 'LAO', 'MMR']",700000.0,"[1409517397.0, 1443497378.0, 6858160.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(104.0 18.2)', 'Point(96.0 22.0)']",3
nie,1316,Africa,9.75,17.75,0,TCD,,15477751.0,Point(19.4 15.466667),1
lch,1317,Africa,-14.0,20.0,0,AGO,,29784193.0,Point(17.35 -12.35),1
lnd,1318,Papunesia,4.0,115.916666667,0,"['IDN', 'MYS', 'BRN']",,"[270625568.0, 31624264.0, 428697.0]","['Point(118.0 -2.0)', 'Point(108.0 3.0)', 'Point(114.566667 4.4)']",3
lgg,1319,Africa,3.08333333333,30.9166666667,0,"['UGA', 'COD']",,"[42862958.0, 86790567.0]","['Point(32.39 1.28)', 'Point(23.656 -2.88)']",2
lui,1320,North America,33.3333333333,-117.166666667,0,USA,,331449281.0,Point(-98.5795 39.828175),1
str,1321,North America,48.7,-122.666666667,0,"['CAN', 'USA']",,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
str,1322,North America,48.5833333333,-123.416666667,0,"['CAN', 'USA']",,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
str,1323,North America,48.45,-123.333333333,0,"['CAN', 'USA']",,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
str,1324,North America,48.3333333333,-123.75,0,"['CAN', 'USA']",,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
str,1325,North America,48.5833333333,-122.583333333,0,"['CAN', 'USA']",,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
str,1326,North America,48.75,-123.25,0,"['CAN', 'USA']",,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
luo,1327,Africa,-0.5,34.75,0,"['KEN', 'TZA']",3000000.0,"[48468138.0, 57310019.0]","['Point(38.0 0.1)', 'Point(34.854 -6.307)']",2
lrc,1328,Eurasia,33.5,48.5,0,IRN,1500000.0,79966230.0,Point(53.0 32.0),1
lut,1329,North America,48.0,-122.0,0,USA,,331449281.0,Point(-98.5795 39.828175),1
lue,1330,Africa,-12.0,22.0,0,"['AGO', 'ZMB']",,"[29784193.0, 17094130.0]","['Point(17.35 -12.35)', 'Point(28.0 -14.0)']",2
ltz,1331,Eurasia,49.8333333333,6.16666666667,0,"['BEL', 'LUX', 'FRA', 'DEU']",391200.0,"[11431406.0, 626108.0, 66628000.0, 83149300.0]","['Point(4.668055555 50.641111111)', 'Point(6.13 49.77)', 'Point(2.0 47.0)', 'Point(10.0 51.0)']",4
lee,1332,Africa,12.5,-2.66666666667,0,BFA,,19193382.0,Point(-2.066667 12.266667),1
msj,1333,Africa,3.5,28.0,0,COD,,86790567.0,Point(23.656 -2.88),1
mas,1334,Africa,-3.0,36.0,0,"['KEN', 'TZA']",,"[48468138.0, 57310019.0]","['Point(38.0 0.1)', 'Point(34.854 -6.307)']",2
mde,1335,Africa,13.75,20.8333333333,0,TCD,296000.0,15477751.0,Point(19.4 15.466667),1
mbc,1336,South America,4.0,-60.0,0,"['BRA', 'VEN', 'GUY']",9600.0,"[210147125.0, 28515829.0, 777859.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)', 'Point(-59.316667 5.733333)']",3
mhi,1337,Africa,3.25,31.5,0,"['SSD', 'UGA']",,"[12575714.0, 42862958.0]","['Point(30.0 7.0)', 'Point(32.39 1.28)']",2
mme,1338,Papunesia,-16.0,167.25,0,VUT,,276244.0,Point(168.016669444 -16.633330555),1
mgp,1339,Eurasia,28.0,83.0,0,NPL,,30327877.0,Point(84.0 28.0),1
mrj,1340,Eurasia,57.0,58.0,0,RUS,30000.0,146804372.0,Point(94.25 66.416666666),1
mai,1341,Eurasia,26.0,86.0,0,"['IND', 'NPL']",33890000.0,"[1326093247.0, 30327877.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)']",2
mpe,1342,Africa,6.75,35.0,0,ETH,18500.0,104957438.0,Point(40.0 9.0),1
myh,1343,North America,48.3333333333,-124.666666667,0,USA,,331449281.0,Point(-98.5795 39.828175),1
plt,1344,Africa,-20.0,47.0,0,MDG,,25570895.0,Point(47.0 -20.0),1
mam,1345,North America,15.0,-91.8333333333,0,"['MEX', 'GTM']",,"[124777324.0, 17263239.0]","['Point(-102.0 23.0)', 'Point(-90.25 15.5)']",2
mev,1346,Africa,7.0,-9.0,0,"['GIN', 'LBR']",,"[12717176.0, 4731906.0]","['Point(-11.0 10.0)', 'Point(-9.75 6.533333)']",2
mri,1347,Papunesia,-40.0,176.0,0,NZL,160000.0,5112300.0,Point(174.0 -41.2),1
arn,1348,South America,-38.0,-72.0,0,"['CHL', 'ARG']",300000.0,"[18054726.0, 44938712.0]","['Point(-71.0 -33.0)', 'Point(-64.0 -34.0)']",2
mrc,1349,North America,33.1666666667,-113.166666667,0,USA,,331449281.0,Point(-98.5795 39.828175),1
mcn,1350,Africa,10.5,15.5,0,"['TCD', 'CMR']",,"[15477751.0, 24053727.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)']",2
mph,1351,Australia,-11.9166666667,133.5,0,AUS,371.0,24511800.0,Point(137.0 -28.0),1
mbw,1352,Papunesia,-5.5,144.666666667,0,PNG,,8935000.0,Point(147.0 -6.3),1
mlq,1353,Africa,13.0,-11.0,0,"['MLI', 'GMB', 'SEN']",,"[18541980.0, 2100568.0, 15850567.0]","['Point(-4.0 17.0)', 'Point(-15.5 13.5)', 'Point(-14.283333 14.366667)']",3
mbl,1354,South America,-18.0,-40.0,0,BRA,,210147125.0,Point(-53.0 -14.0),1
ayz,1355,Papunesia,-1.33333333333,132.5,0,IDN,,270625568.0,Point(118.0 -2.0),1
mfc,1356,Africa,1.0,25.0,0,COD,,86790567.0,Point(23.656 -2.88),1
vmb,1357,Australia,-17.1666666667,145.0,1,AUS,,24511800.0,Point(137.0 -28.0),1
mdt,1358,Africa,-0.5,14.0,0,"['COG', 'GAB']",,"[5260750.0, 2025137.0]","['Point(15.383330555 -0.75)', 'Point(11.5 -0.683330555)']",2
mhd,1359,Africa,-4.33333333333,38.1666666667,0,TZA,,57310019.0,Point(34.854 -6.307),1
baw,1360,Africa,6.11666666667,10.2,0,CMR,,24053727.0,Point(12.0 7.0),1
mdq,1361,Africa,-0.666666666667,24.6666666667,0,COD,,86790567.0,Point(23.656 -2.88),1
mdd,1362,Africa,7.75,13.1666666667,0,CMR,,24053727.0,Point(12.0 7.0),1
mxk,1363,Papunesia,-4.25,145.0,0,PNG,,8935000.0,Point(147.0 -6.3),1
mpk,1364,Africa,11.0,15.4166666667,0,TCD,,15477751.0,Point(19.4 15.466667),1
mdj,1365,Africa,2.5,26.5,0,COD,,86790567.0,Point(23.656 -2.88),1
mle,1366,Papunesia,-4.25,142.833333333,0,PNG,,8935000.0,Point(147.0 -6.3),1
myb,1367,Africa,8.25,17.5,0,"['TCD', 'CAF']",,"[15477751.0, 4659080.0]","['Point(19.4 15.466667)', 'Point(20.9 6.7)']",2
mtk,1368,Africa,6.28333333333,11.0833333333,0,CMR,,24053727.0,Point(12.0 7.0),1
mca,1369,South America,-25.0,-57.5,0,PRY,,6811297.0,Point(-58.0 -23.5),1
omc,1370,South America,-7.5,-79.3333333333,1,PER,,29381884.0,Point(-76.0 -9.4),1
mkd,1371,Eurasia,41.6666666667,21.75,0,"['GRC', 'BGR', 'MKD', 'ALB']",2000000.0,"[10760421.0, 7000039.0, 2075301.0, 3020209.0]","['Point(23.0 38.5)', 'Point(25.5 42.75)', 'Point(21.716667 41.65)', 'Point(20.0 41.0)']",4
bzj,1372,North America,16.25,-88.8333333333,0,BLZ,110000.0,374681.0,Point(-88.7 17.066666666),1
crg,1373,North America,52.0,-100.166666667,0,"['CAN', 'USA']",730.0,"[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']",2
mbn,1374,South America,6.5,-71.3333333333,0,COL,,49065615.0,Point(-74.0 4.0),1
mcb,1375,South America,-12.0,-72.6666666667,0,PER,,29381884.0,Point(-76.0 -9.4),1
myy,1376,South America,-0.333333333333,-70.1666666667,0,"['BRA', 'COL']",,"[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']",2
mco,1377,North America,16.9166666667,-95.6666666667,0,MEX,,124777324.0,Point(-102.0 23.0),1
mfe,1378,Africa,-20.3333333333,57.5,0,MUS,600000.0,1264613.0,Point(57.5 -20.2),1
csm,1379,North America,38.0,-120.333333333,0,USA,,331449281.0,Point(-98.5795 39.828175),1
moc,1380,South America,-28.0,-60.5,0,ARG,3000.0,44938712.0,Point(-64.0 -34.0),1
mxu,1381,Africa,10.8333333333,14.1666666667,0,CMR,,24053727.0,Point(12.0 7.0),1
men,1382,Africa,7.83333333333,-11.5,0,"['LBR', 'SLE']",,"[4731906.0, 7557212.0]","['Point(-9.75 6.533333)', 'Point(-12.1 8.5)']",2
mua,1383,Africa,9.66666666667,14.5,0,"['TCD', 'CMR']",,"[15477751.0, 24053727.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)']",2
mnk,1384,Africa,13.0,-15.6666666667,0,"['TCD', 'MLI', 'BFA', 'GMB', 'GIN', 'GNB', 'CIV', 'LBR', 'SEN', 'SLE']",1350000.0,"[15477751.0, 18541980.0, 19193382.0, 2100568.0, 12717176.0, 1861283.0, 24294750.0, 4731906.0, 15850567.0, 7557212.0]","['Point(19.4 15.466667)', 'Point(-4.0 17.0)', 'Point(-2.066667 12.266667)', 'Point(-15.5 13.5)', 'Point(-11.0 10.0)', 'Point(-15.0 12.0)', 'Point(-6.0 8.0)', 'Point(-9.75 6.533333)', 'Point(-14.283333 14.366667)', 'Point(-12.1 8.5)']",10
mnk,1385,Africa,13.4166666667,-16.0,0,"['TCD', 'MLI', 'BFA', 'GMB', 'GIN', 'GNB', 'CIV', 'LBR', 'SEN', 'SLE']",1350000.0,"[15477751.0, 18541980.0, 19193382.0, 2100568.0, 12717176.0, 1861283.0, 24294750.0, 4731906.0, 15850567.0, 7557212.0]","['Point(19.4 15.466667)', 'Point(-4.0 17.0)', 'Point(-2.066667 12.266667)', 'Point(-15.5 13.5)', 'Point(-11.0 10.0)', 'Point(-15.0 12.0)', 'Point(-6.0 8.0)', 'Point(-9.75 6.533333)', 'Point(-14.283333 14.366667)', 'Point(-12.1 8.5)']",10
zml,1386,Australia,-13.8333333333,130.416666667,1,AUS,,24511800.0,Point(137.0 -28.0),1
