language,languageLabel,statusLabel,native,ISO,countryLabel,IDH,coordinates,Population
http://www.wikidata.org/entity/Q28064,tagish,9 durmiente,1,tgx,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q28064,tagish,9 durmiente,2,tgx,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,10,haa,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q35173,Chinook Jargon,9 durmiente,1,chn,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q27969,Ainu,8b casi extinta,10,ain,Japón,0.909,Point(136.0 35.0),126434565
http://www.wikidata.org/entity/Q28058,Hupa,8b casi extinta,8,hup,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,10,haa,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q35173,Chinook Jargon,9 durmiente,1,chn,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q56539,Arikara,8b casi extinta,10,ari,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q56628,Gros Ventre,9 durmiente,10,ats,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q3391031,Plains Miwok,9 durmiente,0,pmw,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q323325,ayapanecaca,8b casi extinta,4,zoq,México,0.756,Point(-102.0 23.0),124777324
http://www.wikidata.org/entity/Q3307204,chicomuselteco,9 durmiente,0,cob,México,0.756,Point(-102.0 23.0),124777324
http://www.wikidata.org/entity/Q3322101,Lengua de señas Urubu-Kaapor,10 extinta,0,uks,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q6432560,Koropó,10 extinta,0,xxr,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q7144304,Idioma patashó,9 durmiente,0,pth,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q27969,Ainu,8b casi extinta,10,ain,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q28156,idioma sirenik,10 extinta,5,ysr,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33283,Hinuq,6b amenazada,5,gin,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33650,oroch,8b casi extinta,8,oac,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q36656,sami ter,8b casi extinta,2,sjt,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q36656,sami ter,8b casi extinta,10,sjt,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56311,yugh,8b casi extinta,1,yug,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56311,yugh,8b casi extinta,2,yug,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q30249597,Forest Enets,8a moribunda,10,enf,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q8828608,Bacanese Malay,8b casi extinta,6,btj,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q12952505,Hulung,10 extinta,10,huk,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q2618974,Idioma nǀu,8b casi extinta,3,ngh,Sudáfrica,0.699,Point(24.0 -29.0),59622350
http://www.wikidata.org/entity/Q531826,Idioma yagán,8b casi extinta,1,yag,Chile,0.832,Point(-71.0 -33.0),18054726
http://www.wikidata.org/entity/Q2669569,Jiwarli,10 extinta,0,dze,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2980392,Umbugarla,10 extinta,0,umr,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q3360016,Amurdag,8b casi extinta,0,amg,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q3915783,Nyawaygi,10 extinta,0,nyt,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q5565906,Giyug,10 extinta,0,giy,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q5565906,Giyug,10 extinta,2,giy,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6693295,Lower Arrernte,9 durmiente,0,axl,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q7021846,Ngadjunmaya,9 durmiente,5,nju,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q7021846,Ngadjunmaya,9 durmiente,10,nju,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q7959489,Wagaydy,8b casi extinta,5,wdj,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q7969971,Warray,10 extinta,0,wrz,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q7970854,Warrungu,9 durmiente,0,wrg,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q8050479,Yawuru,9 Reawakening,6,ywr,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10577443,Maringarr,8b casi extinta,8,zmt,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10577823,Marti Ke,8b casi extinta,3,zmg,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q16960599,Dhungaloo,9 durmiente,0,dhx,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q531826,Idioma yagán,8b casi extinta,1,yag,Argentina,0.825,Point(-64.0 -34.0),44938712
http://www.wikidata.org/entity/Q1957508,taushiro,8b casi extinta,1,trr,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q2846171,andoa,10 extinta,0,anb,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q2933175,cahuarano,10 extinta,0,cah,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q3409318,aushiri,10 extinta,0,avs,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q6583617,Sa'och,8b casi extinta,10,scq,Camboya,0.582,Point(105.0 12.6),16005373
http://www.wikidata.org/entity/Q2919121,Idioma jeru,10 extinta,0,akj,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q3433680,Idioma kora,10 extinta,0,ack,India,0.64,Point(83.0 22.8),1326093247
http://www.wikidata.org/entity/Q2106984,Tanema,8b casi extinta,4,tnx,Islas Salomón,0.546,Point(159.816666666 -9.466666666),611343
http://www.wikidata.org/entity/Q3507954,abaga,6a vigorosa,5,abg,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q7110494,Ouma,10 extinta,0,oum,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q7110494,Ouma,10 extinta,4,oum,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q2522153,Skepi Creole Dutch,10 extinta,0,skw,Guyana,0.654,Point(-59.316667 5.733333),777859
http://www.wikidata.org/entity/Q2846171,andoa,10 extinta,0,anb,Ecuador,0.746,Point(-78.0 -1.0),16624858
http://www.wikidata.org/entity/Q33630,Kusunda,8b casi extinta,7,kgg,Nepal,0.574,Point(84.0 28.0),30327877
http://www.wikidata.org/entity/Q6310991,Jumla Sign Language,6b amenazada,8,jus,Nepal,0.574,Point(84.0 28.0),30327877
http://www.wikidata.org/entity/Q33028,Badeshi,9 durmiente,3,bdz,Pakistán,0.562,Point(71.0 30.0),216565318
http://www.wikidata.org/entity/Q27785,Idioma dena'ina,7 en transición,75,tfn,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,12,haa,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,14,haa,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,19,haa,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q28281,nabesna,7 en transición,100,tau,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q33434,Idioma kutenai,8a moribunda,100,kut,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q1077450,Onondaga,8b casi extinta,40,ono,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q2380124,Plains Indian Sign Language,8b casi extinta,75,psd,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q5699507,heilchuco,7 en transición,90,hei,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q13583746,Comox,8a moribunda,40,coo,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q56314,sami de Pite,8b casi extinta,25,sje,Noruega,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q56314,sami de Pite,8b casi extinta,50,sje,Noruega,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q56415,sami del Ume,8b casi extinta,20,sju,Noruega,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q21058,Idioma ahtna,8a moribunda,80,aht,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q27782,Idioma deg xinag,8b casi extinta,40,ing,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q27785,Idioma dena'ina,7 en transición,75,tfn,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,12,haa,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,14,haa,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28272,Idioma hän,8b casi extinta,19,haa,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28281,nabesna,7 en transición,100,tau,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q28565,bajo tanana,8a moribunda,15,taa,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33434,Idioma kutenai,8a moribunda,100,kut,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q34198,washo,8b casi extinta,20,was,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q1077450,Onondaga,8b casi extinta,40,ono,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q1288440,Idioma karok,8b casi extinta,12,kyh,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q1815020,Idioma alabama,6b amenazada,100,akz,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q2380124,Plains Indian Sign Language,8b casi extinta,75,psd,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q3193689,Kashaya,8a moribunda,45,kju,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q3339226,Nez Perce,8a moribunda,100,nez,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q56314,sami de Pite,8b casi extinta,25,sje,Suecia,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q56314,sami de Pite,8b casi extinta,50,sje,Suecia,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q56415,sami del Ume,8b casi extinta,20,sju,Suecia,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q33725,karaim,8a moribunda,80,kdr,Polonia,0.843,Point(19.0 52.0),38382576
http://www.wikidata.org/entity/Q35501,prusiano antiguo,9 durmiente,50,prg,Polonia,0.843,Point(19.0 52.0),38382576
http://www.wikidata.org/entity/Q56485,vilamoviciano,8a moribunda,70,wym,Polonia,0.843,Point(19.0 52.0),38382576
http://www.wikidata.org/entity/Q33725,karaim,8a moribunda,80,kdr,Lituania,0.839,Point(24.0 55.2),2790842
http://www.wikidata.org/entity/Q33627,Ili Turki,8a moribunda,120,ili,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q33638,idioma manchú,8b casi extinta,20,mnc,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q35785,Macanese Patois,8b casi extinta,50,mzs,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q33627,Ili Turki,8a moribunda,120,ili,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q33638,idioma manchú,8b casi extinta,20,mnc,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q35785,Macanese Patois,8b casi extinta,50,mzs,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q63259736,Latundê,8a moribunda,10,ltn,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q13235,udege,8a moribunda,103,ude,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q27963,naukanski,8a moribunda,50,ynk,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q28213,alutor,8b casi extinta,40,alr,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q32858,votio,8b casi extinta,62,vot,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33125,Idioma chulym,8a moribunda,44,clw,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33559,ingrio,8a moribunda,120,izh,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33624,Idioma itelmen,8a moribunda,82,itl,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33676,Negidal,8a moribunda,74,neg,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33928,Orok,8a moribunda,47,oaa,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q36848,Tofa,8a moribunda,93,kim,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56319,yucaguiro septentrional,8a moribunda,40,ykg,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56545,Southern Yukaghir,8a moribunda,50,yux,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q23855,anus,7 en transición,70,auq,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q2567925,Pyu,6a vigorosa,100,pby,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q4261493,Liki,8a moribunda,11,lio,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6913275,Idioma morori,8a moribunda,50,mok,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q7403694,Salas,8b casi extinta,50,sgu,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q7682454,Tandia,9 durmiente,20,tni,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q8048030,Yamdena,5 en desarrollo,30,jmd,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q11732235,Ibu,8b casi extinta,35,ibu,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q56544,Idioma kawésqar,8b casi extinta,12,alc,Chile,0.832,Point(-71.0 -33.0),18054726
http://www.wikidata.org/entity/Q580923,Bunuba,8a moribunda,110,bck,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2147917,Alawa,8b casi extinta,12,alh,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2591193,Laragiya,8b casi extinta,23,lrg,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q2669219,Guniyandi,8a moribunda,100,gni,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q4975277,Broome Pearling Lugger Pidgin,9 segunda lengua únicamente,45,bpl,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q5619801,Guragone,6b amenazada,60,gge,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6772792,Marranj,8b casi extinta,15,zmr,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6773014,Marrithiyel,8b casi extinta,15,mfr,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6773014,Marrithiyel,8b casi extinta,20,mfr,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q6960662,Nakkara,8a moribunda,58,nck,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q8050479,Yawuru,9 Reawakening,30,ywr,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10510745,Gumatj,5 en desarrollo,116,gnn,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10577273,Maridan,9 durmiente,20,zmd,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10577274,Maridjabin,8b casi extinta,20,zmj,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10577424,Marimanindji,9 durmiente,15,zmm,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q10577501,Mariyedi,8b casi extinta,20,zmy,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q12626835,Ami,8a moribunda,30,amy,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q18650060,Manda,10 extinta,25,zma,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q61951665,Yan-nhaŋu Sign Language,8b casi extinta,10,yhs,Australia,0.939,Point(137.0 -28.0),24511800
http://www.wikidata.org/entity/Q36331,quechua de Pacaraos,7 en transición,35,qvp,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q2591221,arabela,8a moribunda,50,arl,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q2669184,iquito,8a moribunda,35,iqu,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q55558911,Sivia Sign Language,6b amenazada,62,lsv,Perú,0.75,Point(-76.0 -9.4),29381884
http://www.wikidata.org/entity/Q13244,unserdeutsch,8a moribunda,100,uln,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q1811224,Ari,6b amenazada,50,aac,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q2567925,Pyu,6a vigorosa,100,pby,Papúa Nueva Guinea,0.555,Point(147.0 -6.3),8935000
http://www.wikidata.org/entity/Q958414,Idioma araona,6b amenazada,81,aro,Bolivia,0.693,Point(-64.991228611 -17.056869611),11051600
http://www.wikidata.org/entity/Q35091,aguacateco,4 educacional,27,agu,Guatemala,0.627,Point(-90.25 15.5),17263239
http://www.wikidata.org/entity/Q56804,Baram,8a moribunda,50,brd,Nepal,0.574,Point(84.0 28.0),30327877
http://www.wikidata.org/entity/Q7129017,Pam,8a moribunda,30,pmn,Camerún,0.556,Point(12.0 7.0),24053727
http://www.wikidata.org/entity/Q33655,Nigerian Pidgin,3 amplia comunicación,30,pcm,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q7878635,Ukwa,6b amenazada,100,ukg,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q7878635,Ukwa,6b amenazada,100,ukq,Nigeria,0.532,Point(8.0 9.0),190886311
http://www.wikidata.org/entity/Q13315,michif,8b casi extinta,730,crg,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q20979,dogrib,6b amenazada,1650,dgr,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q21057,Idioma gwich'in,7 en transición,670,gwi,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q27792,tlingit,8a moribunda,845,tli,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q27990,inuvialuktun,2 provincial,765,ikt,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q28535,chilcotin,7 en transición,860,clc,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q3342138,Nisga’a,7 en transición,610,ncg,Canadá,0.926,Point(-109.0 56.0),37894799
http://www.wikidata.org/entity/Q33947,sami septentrional,2 provincial,1700,sme,Noruega,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q33947,sami septentrional,6b amenazada,1700,sme,Noruega,0.957,Point(11.0 65.0),5391369
http://www.wikidata.org/entity/Q13315,michif,8b casi extinta,730,crg,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q21057,Idioma gwich'in,7 en transición,670,gwi,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q27792,tlingit,8a moribunda,845,tli,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q27993,yupik siberiano,5 en desarrollo,1800,ess,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q56417,Arapaho,8a moribunda,1000,arp,Estados Unidos,0.92,Point(-98.5795 39.828175),331449281
http://www.wikidata.org/entity/Q33947,sami septentrional,2 provincial,1700,sme,Finlandia,0.883,Point(27.0 65.0),5501043
http://www.wikidata.org/entity/Q33947,sami septentrional,6b amenazada,1700,sme,Finlandia,0.883,Point(27.0 65.0),5501043
http://www.wikidata.org/entity/Q33947,sami septentrional,2 provincial,1700,sme,Suecia,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q33947,sami septentrional,6b amenazada,1700,sme,Suecia,0.907,Point(15.0 61.0),10379295
http://www.wikidata.org/entity/Q36583,seri,6b amenazada,900,sei,México,0.756,Point(-102.0 23.0),124777324
http://www.wikidata.org/entity/Q1367309,Oroqen,8a moribunda,1200,orh,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q3182570,Kangjia,8a moribunda,1000,kxs,China,0.752,Point(103.451944444 35.844722222),1409517397
http://www.wikidata.org/entity/Q1367309,Oroqen,8a moribunda,1200,orh,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q3182570,Kangjia,8a moribunda,1000,kxs,China,0.752,Point(103.451944444 35.844722222),1443497378
http://www.wikidata.org/entity/Q2523999,Karipúna Creole French,6b amenazada,1726,kmv,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q3027930,Idioma xokléng,8a moribunda,760,xok,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q18168288,Kadiweu,6a vigorosa,1590,kbc,Brasil,0.754,Point(-53.0 -14.0),210147125
http://www.wikidata.org/entity/Q13303,nanai,8a moribunda,1390,gld,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q27993,yupik siberiano,5 en desarrollo,1800,ess,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q32747,vepsio,6b amenazada,1640,vep,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q32878,Dolgan,6b amenazada,1054,dlg,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33723,krymchak,8b casi extinta,785,jct,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q33759,mansi,6b amenazada,938,mns,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q34008,Selkup,5 en desarrollo,1023,sel,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q34915,Archi,6b amenazada,970,aqc,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56425,jvarshi,6b amenazada,1740,khv,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56564,Hunzib,6b amenazada,1000,huz,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q56638,Bagvalal,6b amenazada,1450,kva,Rusia,0.816,Point(94.25 66.416666666),146804372
http://www.wikidata.org/entity/Q27154,frisón del Saterland,7 en transición,1000,stq,Alemania,0.926,Point(10.0 51.0),83149300
http://www.wikidata.org/entity/Q3196221,Estonian Sign Language,5 en desarrollo,1500,eso,Estonia,0.861,Point(26.0 59.0),1324820
http://www.wikidata.org/entity/Q33723,krymchak,8b casi extinta,785,jct,Ucrania,0.747,Point(32.0 49.0),42558328
http://www.wikidata.org/entity/Q33622,idioma istrorrumano,7 en transición,1000,ruo,Croacia,0.831,Point(15.466667 45.25),4105493
http://www.wikidata.org/entity/Q35845,Idioma istriano,6b amenazada,1000,ist,Croacia,0.831,Point(15.466667 45.25),4105493
http://www.wikidata.org/entity/Q35278,Khinalug,6b amenazada,1000,kjj,Azerbaiyán,0.751,Point(47.7 40.3),10127874
http://www.wikidata.org/entity/Q56564,Hunzib,6b amenazada,1000,huz,Georgia,0.754,Point(43.733330555 42.016669444),3717100
http://www.wikidata.org/entity/Q56738,Idioma oirata,7 en transición,1049,oia,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q2410352,Kei,6a vigorosa,1200,kei,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q2410352,Kei,6a vigorosa,1360,kei,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q2669214,Ambalau,6a vigorosa,1347,amv,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3321131,Airoran,6a vigorosa,1000,air,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3450459,West Damar,6b amenazada,800,drn,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3514498,Taliabu,6a vigorosa,1500,tlv,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q3566166,Wano,6b amenazada,1000,wno,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6356317,Kamberau,7 en transición,1570,irx,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q6668867,Lola,6b amenazada,900,lcd,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q7036821,Nila,10 extinta,600,nil,Indonesia,0.694,Point(118.0 -2.0),270625568
http://www.wikidata.org/entity/Q7448845,Seluarsa,6b amenazada,739,sws,Indonesia,0.694,Point(118.0 -2.0),270625568
