,ISO,Name,Macroarea,Latitude_lang,Longitude_lang,Status_X_L,Status,num_speakers,cant_paises,Native_country,country_ISO,Latitude_country,Longitude_country,Coord_country_point,country_population,Family,Genus,WALS_ID,HDI,Nearest_languages
2061,spa,Spanish (Canary Islands),Eurasia,40.0,-4.0,0.0,1 National,400.0,24,ES,"['ESP', 'USA', 'URY', 'MEX', 'AND', 'CUB', 'BLZ', 'CHL', 'ARG', 'PER', 'VEN', 'PRY', 'ECU', 'COL', 'BOL', 'GTM', 'HND', 'DOM', 'SLV', 'CRI', 'PAN', 'NIC', 'GNQ', 'GIB']","[40.2, 39.828175, -32.733333333, 23.0, 42.558333333, 22.0, 17.066666666, -33.0, -34.0, -9.4, 8.0, -23.5, -1.0, 4.0, -17.056869611, 15.5, 14.633333, 18.8, 13.668889, 10.0, 8.616667, 13.0, 1.5, 36.13775]","[-3.5, -98.5795, -56.65, -102.0, 1.555277777, -79.5, -88.7, -71.0, -64.0, -76.0, -67.0, -58.0, -78.0, -74.0, -64.991228611, -90.25, -86.816667, -70.2, -88.866111, -84.0, -80.366667, -85.0, 10.0, -5.345361111]","['Point(-3.5 40.2)', 'Point(-98.5795 39.828175)', 'Point(-56.65 -32.733333333)', 'Point(-102.0 23.0)', 'Point(1.555277777 42.558333333)', 'Point(-79.5 22.0)', 'Point(-88.7 17.066666666)', 'Point(-71.0 -33.0)', 'Point(-64.0 -34.0)', 'Point(-76.0 -9.4)', 'Point(-67.0 8.0)', 'Point(-58.0 -23.5)', 'Point(-78.0 -1.0)', 'Point(-74.0 4.0)', 'Point(-64.991228611 -17.056869611)', 'Point(-90.25 15.5)', 'Point(-86.816667 14.633333)', 'Point(-70.2 18.8)', 'Point(-88.866111 13.668889)', 'Point(-84.0 10.0)', 'Point(-80.366667 8.616667)', 'Point(-85.0 13.0)', 'Point(10.0 1.5)', 'Point(-5.345361111 36.13775)']","[46733038.0, 331449281.0, 3456750.0, 124777324.0, 76177.0, 11484636.0, 374681.0, 18054726.0, 44938712.0, 29381884.0, 28515829.0, 6811297.0, 16624858.0, 49065615.0, 11051600.0, 17263239.0, 9265067.0, 10403761.0, 6420746.0, 4905769.0, 4098587.0, 6217581.0, 1267689.0, 33140.0]",Indo-European,Romance,spc,"[0.876, 0.92, 0.804, 0.756, 0.858, 0.769, 0.715, 0.832, 0.825, 0.75, 0.761, 0.702, 0.746, 0.747, 0.693, 0.627, 0.606, 0.736, 0.7, 0.794, 0.78, 0.631, 0.591]",1762
2062,spo,Spokane,North America,47.6666666667,-117.75,0.0,9 Dormant,720000.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Salishan,Interior Salish,spo,0.92,102
2063,slh,Salish (Southern Puget Sound),North America,47.25,-122.5,0.0,9 Dormant,100.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Salishan,Central Salish,sps,0.92,102
2064,squ,Squamish,North America,49.6666666667,-123.166666667,0.0,8b Nearly Extinct,860000.0,1,CA,CAN,[56.0],[-109.0],Point(-109.0 56.0),37894799.0,Salishan,Central Salish,squ,0.926,83
2065,srn,Sranan,South America,5.83333333333,-55.3333333333,0.0,3 Wider Communication,18000.0,1,SR,SUR,[4.0],[-56.0],Point(-56.0 4.0),563402.0,other,Creoles and Pidgins,sra,0.72,20
2066,srs,Sarcee,North America,52.5,-116.0,0.0,8a Moribund,16000000.0,1,CA,CAN,[56.0],[-109.0],Point(-109.0 56.0),37894799.0,Na-Dene,Athapaskan,src,0.926,56
2067,sro,Sardinian,Eurasia,40.0,9.0,0.0,6b Threatened,3500.0,1,IT,ITA,[42.5],[12.5],Point(12.5 42.5),60317000.0,Indo-European,Romance,srd,0.873,115
2068,kpm,Sre,Eurasia,11.5,108.0,0.0,5 Developing,1096795.0,1,VN,VNM,[16.0],[108.0],Point(108.0 16.0),94660000.0,Austro-Asiatic,Bahnaric,sre,0.694,56
2069,sri,Siriano,South America,0.75,-70.1666666667,0.0,6b Threatened,"[25700.0, 1700.0, 4000.0, 20000.0]",2,CO BR,"['BRA', 'COL']","[-14.0, 4.0]","[-53.0, -74.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']","[210147125.0, 49065615.0]",Tucanoan,Tucanoan,sri,"[0.754, 0.747]",143
2070,dsb,Sorbian (Lower),Eurasia,51.75,14.3333333333,0.0,8a Moribund,30000.0,1,DE,DEU,[51.0],[10.0],Point(10.0 51.0),83149300.0,Indo-European,Slavic,srl,0.926,139
2071,srm,Saramaccan,South America,4.5,-55.5,0.0,5 Developing,233000.0,2,GF SR,"['FRA', 'SUR']","[47.0, 4.0]","[2.0, -56.0]","['Point(2.0 47.0)', 'Point(-56.0 4.0)']","[66628000.0, 563402.0]",other,Creoles and Pidgins,srm,"[0.888, 0.72]",83
2072,srq,Sirionó,South America,-15.5833333333,-64.0,0.0,6b Threatened,1000.0,1,BO,BOL,[-17.056869611],[-64.991228611],Point(-64.991228611 -17.056869611),11051600.0,Tupian,Tupi-Guaraní,srn,0.693,77
2073,ssd,Siroi,Papunesia,-5.5,146.0,0.0,5 Developing,260000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Madang,sro,0.555,343
2074,ser,Serrano,North America,34.5,-117.0,0.0,9 Dormant,25000000.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Uto-Aztecan,California Uto-Aztecan,srr,0.92,102
2075,slu,Selaru,Papunesia,-8.2,131.0,0.0,6b Threatened,600.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Central Malayo-Polynesian,sru,0.694,223
2076,fos,Siraya,Papunesia,23.0,120.25,0.0,9 Dormant,108000.0,1,TW,TWN,[24.0],[121.0],Point(121.0 24.0),23593794.0,Austronesian,East Formosan,sry,0.911,46
2077,sld,Sisaala,Africa,10.8333333333,-2.66666666667,0.0,5 Developing,410000.0,1,GH,BFA,[12.266667],[-2.066667],Point(-2.066667 12.266667),19193382.0,Niger-Congo,Southern-Central Gur,ssa,0.423,94
2078,bwo,Shinassha,Africa,10.4166666667,36.1666666667,0.0,4 Educational,13300.0,1,ET,ETH,[9.0],[40.0],Point(40.0 9.0),104957438.0,Afro-Asiatic,North Omotic,ssh,0.463,142
2079,sce,Santa,Eurasia,31.5,107.5,0.0,6b Threatened,437000000.0,1,CN,CHN,[35.844722222],[103.451944444],Point(103.451944444 35.844722222),"[1409517397.0, 1443497378.0]",Altaic,Mongolic,sta,0.752,49
2080,sat,Santali,Eurasia,24.5,87.0,0.0,4 Educational,437000000.0,4,IN,"['IND', 'NPL', 'BGD', 'BTN']","[22.8, 28.0, 24.016667, 27.45]","[83.0, 84.0, 89.866667, 90.5]","['Point(83.0 22.8)', 'Point(84.0 28.0)', 'Point(89.866667 24.016667)', 'Point(90.5 27.45)']","[1326093247.0, 30327877.0, 165775000.0, 807610.0]",Austro-Asiatic,Munda,stl,"[0.64, 0.574, 0.632, 0.612]",406
2081,nso,Sotho (Northern),Africa,-24.0,29.0,0.0,1 National,0.0,1,ZA,ZAF,[-29.0],[24.0],Point(24.0 -29.0),59622350.0,Niger-Congo,Bantoid,stn,0.699,14
2082,sto,Stoney,North America,53.75,-116.5,0.0,7 Shifting,112.0,1,CA,CAN,[56.0],[-109.0],Point(-109.0 56.0),37894799.0,Siouan,Core Siouan,sto,0.926,54
2083,sbs,Subiya,Africa,-17.75,24.9166666667,0.0,6a Vigorous,7.0,3,,"['ZMB', 'BWA', 'NAM']","[-14.0, -22.2, -23.0]","[28.0, 23.7, 17.0]","['Point(28.0 -14.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']","[17094130.0, 2291661.0, 2533794.0]",Niger-Congo,Bantoid,sub,"[0.588, 0.717, 0.647]",102
2084,tgo,Sudest,Papunesia,-11.5,153.45,0.0,5 Developing,"[126000.0, 300000.0, 415700.0]",1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,sud,0.555,216
2085,sue,Suena,Papunesia,-7.75,147.55,0.0,5 Developing,80.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Binanderean,sue,0.555,326
2086,sjg,Sungor,Africa,13.75,21.5,0.0,6a Vigorous,1200000.0,1,TD,TCD,[15.466667],[19.4],Point(19.4 15.466667),15477751.0,Eastern Sudanic,Taman,sug,0.404,180
2087,swi,Sui,Eurasia,26.0,107.5,0.0,6a Vigorous,200000.0,1,CN,CHN,[35.844722222],[103.451944444],Point(103.451944444 35.844722222),"[1409517397.0, 1443497378.0]",Tai-Kadai,Kam-Tai,sui,0.752,39
2088,sui,Suki,Papunesia,-8.0,141.75,0.0,5 Developing,217.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Gogodala-Suki,Suki,suk,0.555,361
2089,sua,Sulka,Papunesia,-5.08333333333,151.916666667,0.0,4 Educational,6670.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,,,sul,0.555,267
2090,yan,Mayangna,North America,13.0,-84.5,0.0,5 Developing,90000.0,2,NI,"['HND', 'NIC']","[14.633333, 13.0]","[-86.816667, -85.0]","['Point(-86.816667 14.633333)', 'Point(-85.0 13.0)']","[9265067.0, 6217581.0]",Misumalpan,Misumalpan,sum,"[0.606, 0.631]",134
2091,sun,Sundanese,Papunesia,-7.0,107.0,0.0,5 Developing,400.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Malayo-Sumbawan,sun,0.694,36
2092,spp,Supyire,Africa,11.5,-5.58333333333,0.0,5 Developing,1310.0,1,ML,MLI,[17.0],[-4.0],Point(-4.0 17.0),18541980.0,Niger-Congo,Senufo,sup,0.427,75
2093,sgz,Sursurunga,Papunesia,-4.0,152.766666667,0.0,5 Developing,0.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,sur,0.555,228
2094,sus,Susu,Africa,10.0,-13.0,0.0,4 Educational,1823.0,2,GN,"['GIN', 'SLE']","[10.0, 8.5]","[-11.0, -12.1]","['Point(-11.0 10.0)', 'Point(-12.1 8.5)']","[12717176.0, 7557212.0]",Mande,Western Mande,sus,"[0.459, 0.419]",126
2095,sva,Svan,Eurasia,43.0,42.5,0.0,7 Shifting,0.0,1,GE,GEO,[42.016669444],[43.733330555],Point(43.733330555 42.016669444),3717100.0,Kartvelian,Kartvelian,sva,0.754,60
2096,slk,Slovak,Eurasia,49.0,20.0,0.0,1 National,219000.0,5,SK,"['HUN', 'UKR', 'SVK', 'ROU', 'SRB']","[47.0, 49.0, 49.0, 46.0, 43.95]","[19.0, 32.0, 20.0, 25.0, 20.933333333]","['Point(19.0 47.0)', 'Point(32.0 49.0)', 'Point(20.0 49.0)', 'Point(25.0 46.0)', 'Point(20.933333333 43.95)']","[9769526.0, 42558328.0, 5397036.0, 19586539.0, 7022268.0]",Indo-European,Slavic,svk,"[0.828, 0.747, 0.844, 0.793, 0.771]",502
2097,svs,Savosavo,Papunesia,-9.13333333333,159.8,0.0,6a Vigorous,37500.0,1,SB,SLB,[-9.466666666],[159.816666666],Point(159.816666666 -9.466666666),611343.0,Solomons East Papuan,Savosavo,svs,0.546,93
2098,swl,Svenska Teckenspråket,Eurasia,59.0,15.0,0.0,4 Educational,300000.0,1,SE,SWE,[61.0],[15.0],Point(15.0 61.0),10379295.0,other,Sign Languages,svt,0.907,69
2099,swh,Swahili,Africa,-6.5,39.0,0.0,1 National,200000.0,6,TZ,"['KEN', 'TZA', 'BDI', 'MOZ', 'UGA', 'SOM']","[0.1, -6.307, -3.666667, -19.0, 1.28, 6.0]","[38.0, 34.854, 29.816667, 35.0, 32.39, 47.0]","['Point(38.0 0.1)', 'Point(34.854 -6.307)', 'Point(29.816667 -3.666667)', 'Point(35.0 -19.0)', 'Point(32.39 1.28)', 'Point(47.0 6.0)']","[48468138.0, 57310019.0, 11530580.0, 29668834.0, 42862958.0, 11031386.0]",Niger-Congo,Bantoid,swa,"[0.548, 0.538, 0.417, 0.437, 0.516]",571
2100,swe,Swedish,Eurasia,60.0,15.0,0.0,1 National,6000000.0,3,FI SE,"['FIN', 'SWE', 'ALA']","[65.0, 61.0, 60.25]","[27.0, 15.0, 20.0]","['Point(27.0 65.0)', 'Point(15.0 61.0)', 'Point(20.0 60.25)']","[5501043.0, 10379295.0, 28983.0]",Indo-European,Germanic,swe,"[0.883, 0.907]",111
2101,swe,Swedish (Västerbotten),Eurasia,60.0,15.0,0.0,1 National,6000000.0,3,SE,"['FIN', 'SWE', 'ALA']","[65.0, 61.0, 60.25]","[27.0, 15.0, 20.0]","['Point(27.0 65.0)', 'Point(15.0 61.0)', 'Point(20.0 60.25)']","[5501043.0, 10379295.0, 28983.0]",Indo-European,Germanic,swv,"[0.883, 0.907]",111
2102,szw,Sawai,Papunesia,0.5,128.0,0.0,6b Threatened,3030.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,South Halmahera - West New Guinea,swi,0.694,188
2103,ssw,Swati,Africa,-26.5,31.0,0.0,1 National,31000.0,3,ZA SZ,"['ZAF', 'MOZ', 'SWZ']","[-29.0, -19.0, -26.483333]","[24.0, 35.0, 31.433333]","['Point(24.0 -29.0)', 'Point(35.0 -19.0)', 'Point(31.433333 -26.483333)']","[59622350.0, 29668834.0, 1124753.0]",Niger-Congo,Bantoid,swt,"[0.699, 0.437, 0.588]",58
2104,ybe,Saryg Yughur,Eurasia,38.75,99.75,0.0,8a Moribund,2450.0,1,CN,CHN,[35.844722222],[103.451944444],Point(103.451944444 35.844722222),"[1409517397.0, 1443497378.0]",Altaic,Turkic,syg,0.752,56
2105,sll,Salt-Yui,Papunesia,-6.28333333333,145.033333333,0.0,5 Developing,3600.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Chimbu,syu,0.555,335
2106,mky,Taba,Papunesia,0.0,127.5,0.0,6b Threatened,24000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,South Halmahera - West New Guinea,tab,0.694,178
2107,tna,Tacana,South America,-13.5,-68.0,0.0,7 Shifting,300000.0,1,BO,BOL,[-17.056869611],[-64.991228611],Point(-64.991228611 -17.056869611),11051600.0,Tacanan,Tacanan,tac,0.693,81
2108,sps,Taiof,Papunesia,-5.53333333333,154.633333333,0.0,5 Developing,3500.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,taf,0.555,176
2109,tgl,Tagalog,Papunesia,15.0,121.0,0.0,3 Wider Communication,3500.0,1,PH,PHL,[12.0],[123.0],Point(123.0 12.0),100981437.0,Austronesian,Greater Central Philippine,tag,0.699,96
2110,tah,Tahitian,Papunesia,-17.6666666667,-149.583333333,0.0,1 National,8700.0,1,PF,FRA,[47.0],[2.0],Point(2.0 47.0),66628000.0,Austronesian,Oceanic,tah,0.888,1
2111,thv,Tuareg (Air),Africa,19.0,9.0,0.0,6b Threatened,27000000.0,3,NE,"['DZA', 'LBY', 'NER']","[28.0, 27.0, 17.0]","[1.0, 17.0, 10.0]","['Point(1.0 28.0)', 'Point(17.0 27.0)', 'Point(10.0 17.0)']","[41318142.0, 6678567.0, 21477348.0]",Afro-Asiatic,Berber,tai,"[0.754, 0.706, 0.354]",232
2112,thv,Tuareg (Ghat),Africa,19.0,9.0,0.0,6b Threatened,27000000.0,3,LY,"['DZA', 'LBY', 'NER']","[28.0, 27.0, 17.0]","[1.0, 17.0, 10.0]","['Point(1.0 28.0)', 'Point(17.0 27.0)', 'Point(10.0 17.0)']","[41318142.0, 6678567.0, 21477348.0]",Afro-Asiatic,Berber,tgh,"[0.754, 0.706, 0.354]",232
2113,thv,Tuareg (Ahaggar),Africa,19.0,9.0,0.0,6b Threatened,27000000.0,3,LY NE DZ,"['DZA', 'LBY', 'NER']","[28.0, 27.0, 17.0]","[1.0, 17.0, 10.0]","['Point(1.0 28.0)', 'Point(17.0 27.0)', 'Point(10.0 17.0)']","[41318142.0, 6678567.0, 21477348.0]",Afro-Asiatic,Berber,tug,"[0.754, 0.706, 0.354]",232
2114,tgk,Tajik,Eurasia,38.6666666667,70.0,0.0,1 National,2200000.0,3,TJ,"['UZB', 'TJK', 'AFG']","[41.0, 38.583333, 34.0]","[66.0, 71.366667, 66.0]","['Point(66.0 41.0)', 'Point(71.366667 38.583333)', 'Point(66.0 34.0)']","[33570609.0, 8921343.0, 36643815.0]",Indo-European,Iranian,taj,"[0.71, 0.65, 0.498]",100
2115,tbc,Takia,Papunesia,-4.66666666667,146.0,0.0,5 Developing,15000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,tak,0.555,338
2116,tlj,Talinga,Africa,0.416666666667,29.6666666667,0.0,5 Developing,6000000.0,2,CD UG,"['COD', 'UGA']","[-2.88, 1.28]","[23.656, 32.39]","['Point(23.656 -2.88)', 'Point(32.39 1.28)']","[86790567.0, 42862958.0]",Niger-Congo,Bantoid,tal,"[0.457, 0.516]",286
2117,tan,Tangale,Africa,9.75,11.3333333333,0.0,6b Threatened,2420.0,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Afro-Asiatic,West Chadic,tan,0.532,242
2118,tro,Tarao,Eurasia,24.25,94.1666666667,0.0,6a Vigorous,10000.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Sino-Tibetan,Kuki-Chin,tao,0.64,87
2119,gpn,Taiap,Papunesia,-4.08333333333,144.5,0.0,8a Moribund,2000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Gapun,Gapun,tap,0.555,339
2120,tae,Tariana,South America,1.0,-69.1666666667,0.0,8a Moribund,100.0,1,BR,BRA,[-14.0],[-53.0],Point(-53.0 -14.0),210147125.0,Arawakan,Inland Northern Arawakan,tar,0.754,103
2121,shi,Tashlhiyt,Africa,31.0,-5.0,0.0,5 Developing,8000000.0,1,MA,MAR,[32.0],[-6.0],Point(-6.0 32.0),36029138.0,Afro-Asiatic,Berber,tas,0.667,37
2122,txx,Tatana',Papunesia,5.5,115.5,0.0,6b Threatened,10000.0,1,MY,MYS,[3.0],[108.0],Point(108.0 3.0),31624264.0,Austronesian,North Borneo,tat,0.802,117
2123,tya,Tauya,Papunesia,-5.75,145.333333333,0.0,6b Threatened,400.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Madang,tau,0.555,346
2124,tbo,Tawala,Papunesia,-10.3333333333,150.666666667,0.0,5 Developing,10000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,taw,0.555,297
2125,cks,Tayo,Papunesia,-22.0,166.333333333,0.0,7 Shifting,900.0,1,NC,FRA,[47.0],[2.0],Point(2.0 47.0),66628000.0,other,Creoles and Pidgins,tay,0.888,47
2126,tly,Talysh (Azerbaijan),Eurasia,38.75,48.6666666667,0.0,4 Educational,1000000.0,2,AZ,"['AZE', 'IRN']","[40.3, 32.0]","[47.7, 53.0]","['Point(47.7 40.3)', 'Point(53.0 32.0)']","[10127874.0, 79966230.0]",Indo-European,Iranian,taz,"[0.751, 0.798]",86
2127,tly,Talysh (Southern),Eurasia,38.75,48.6666666667,0.0,4 Educational,1000000.0,2,IR,"['AZE', 'IRN']","[40.3, 32.0]","[47.7, 53.0]","['Point(47.7 40.3)', 'Point(53.0 32.0)']","[10127874.0, 79966230.0]",Indo-European,Iranian,tls,"[0.751, 0.798]",86
2128,sst,Tabare,Papunesia,-6.08333333333,145.0,0.0,5 Developing,50000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Trans-New Guinea,Chimbu,tba,0.555,335
2129,tub,Tübatulabal,North America,36.0,-118.333333333,0.0,9 Dormant,0.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Uto-Aztecan,California Uto-Aztecan,tbb,0.92,101
2130,tig,Tigré (Beni Amer),Africa,15.5,38.0,0.0,4 Educational,800000.0,2,ER,"['ERI', 'SDN']","[15.483333, 15.0]","[38.25, 32.0]","['Point(38.25 15.483333)', 'Point(32.0 15.0)']","[3497000.0, 40533330.0]",Afro-Asiatic,Semitic,tbe,"[0.44, 0.502]",257
2131,tig,Tigré,Africa,15.5,38.0,0.0,4 Educational,800000.0,2,ER,"['ERI', 'SDN']","[15.483333, 15.0]","[38.25, 32.0]","['Point(38.25 15.483333)', 'Point(32.0 15.0)']","[3497000.0, 40533330.0]",Afro-Asiatic,Semitic,tgr,"[0.44, 0.502]",257
2132,tnm,Tabla,Papunesia,-2.45,140.416666667,0.0,8a Moribund,3500.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Sentani,Sentani,tbl,0.694,358
2133,tbl,Tboli,Papunesia,6.16666666667,124.5,0.0,4 Educational,87200.0,1,PH,PHL,[12.0],[123.0],Point(123.0 12.0),100981437.0,Austronesian,Bilic,tbo,0.699,170
2134,tby,Tabaru,Papunesia,1.5,127.25,0.0,5 Developing,15000.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,West Papuan,North Halmaheran,tbr,0.694,175
2135,tab,Tabassaran,Eurasia,41.8333333333,47.9166666667,0.0,5 Developing,126900.0,1,RU,RUS,[66.416666666],[94.25],Point(94.25 66.416666666),146804372.0,Nakh-Daghestanian,Lezgic,tbs,0.816,61
2136,tti,Tobati,Papunesia,-2.58333333333,140.666666667,0.0,8b Nearly Extinct,100.0,1,ID,IDN,[-2.0],[118.0],Point(118.0 -2.0),270625568.0,Austronesian,Oceanic,tbt,0.694,362
2137,tap,Tabwa,Africa,-8.0,29.5,0.0,5 Developing,382000.0,2,CD ZM,"['ZMB', 'COD']","[-14.0, -2.88]","[28.0, 23.656]","['Point(28.0 -14.0)', 'Point(23.656 -2.88)']","[17094130.0, 86790567.0]",Niger-Congo,Bantoid,tbw,"[0.588, 0.457]",168
2138,skj,Tangbe,Eurasia,28.9166666667,83.75,0.0,6a Vigorous,59000.0,1,NP,NPL,[28.0],[84.0],Point(84.0 28.0),30327877.0,Sino-Tibetan,Bodic,tbx,0.574,101
2139,tar,Tarahumara (Central),North America,27.5,-107.5,0.0,6a Vigorous,29700.0,1,MX,MEX,[23.0],[-102.0],Point(-102.0 23.0),124777324.0,Uto-Aztecan,Tarahumaran,tce,0.756,80
2140,tcx,Toda,Eurasia,11.4166666667,76.75,0.0,6a Vigorous,1560.0,1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Dravidian,Southern Dravidian,tda,0.64,55
2141,ttc,Tectiteco,North America,15.4166666667,-92.0833333333,0.0,6b Threatened,3100.0,2,GT MX,"['MEX', 'GTM']","[23.0, 15.5]","[-102.0, -90.25]","['Point(-102.0 23.0)', 'Point(-90.25 15.5)']","[124777324.0, 17263239.0]",Mayan,Mayan,tec,"[0.756, 0.627]",284
2142,tee,Tepehua (Huehuetla),North America,20.5,-98.0,0.0,6a Vigorous,3000.0,1,MX,MEX,[23.0],[-102.0],Point(-102.0 23.0),124777324.0,Totonacan,Totonacan,tee,0.756,150
2143,teh,Tehuelche,South America,-48.0,-68.0,0.0,9 Dormant,0.0,1,AR,ARG,[-34.0],[-64.0],Point(-64.0 -34.0),44938712.0,Chon,Chon Proper,teh,0.825,3
2144,tel,Telugu,Eurasia,16.0,79.0,0.0,2 Provincial,"[5000000.0, 50000000.0, 74244300.0]",1,IN,IND,[22.8],[83.0],Point(83.0 22.8),1326093247.0,Dravidian,South-Central Dravidian,tel,0.64,76
2145,kdh,Tem,Africa,8.66666666667,0.5,0.0,3 Wider Communication,390200.0,2,TG BJ GH,"['TGO', 'BEN']","[8.25, 8.833333333]","[1.183333, 2.183333333]","['Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']","[7797694.0, 11175692.0]",Niger-Congo,Southern-Central Gur,tem,"[0.503, 0.515]",346
2146,tex,Tennet,Africa,4.41666666667,32.5,0.0,5 Developing,10000.0,1,SS,SSD,[7.0],[30.0],Point(30.0 7.0),12575714.0,Eastern Sudanic,Surmic,ten,0.388,172
2147,tio,Teop,Papunesia,-5.66666666667,155.0,0.0,5 Developing,6000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,teo,0.555,161
2148,tpt,Tepehua (Tlachichilco),North America,20.5833333333,-98.25,0.0,6b Threatened,3000.0,1,MX,MEX,[23.0],[-102.0],Point(-102.0 23.0),124777324.0,Totonacan,Totonacan,tep,0.756,153
2149,ttr,Tera,Africa,11.0,11.8333333333,0.0,6a Vigorous,101000.0,1,NG,NGA,[9.0],[8.0],Point(8.0 9.0),190886311.0,Afro-Asiatic,Biu-Mandara,ter,0.532,233
2150,teo,Teso,Africa,1.83333333333,33.8333333333,0.0,5 Developing,19000000.0,2,UG,"['KEN', 'UGA']","[0.1, 1.28]","[38.0, 32.39]","['Point(38.0 0.1)', 'Point(32.39 1.28)']","[48468138.0, 42862958.0]",Eastern Sudanic,Nilotic,tes,"[0.548, 0.516]",292
2151,tll,Tetela,Africa,-4.0,24.0,0.0,6a Vigorous,750000.0,1,CD,COD,[-2.88],[23.656],Point(23.656 -2.88),86790567.0,Niger-Congo,Bantoid,tet,0.457,102
2152,tew,Tewa (Arizona),North America,35.8333333333,-110.416666667,0.0,6b Threatened,600.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Kiowa-Tanoan,Kiowa-Tanoan,tew,0.92,72
2153,tew,Tewa (Rio Grande),North America,35.8333333333,-110.416666667,0.0,6b Threatened,600.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Kiowa-Tanoan,Kiowa-Tanoan,trg,0.92,72
2154,tew,Tewa (San Juan Pueblo),North America,35.8333333333,-110.416666667,0.0,6b Threatened,600.0,1,US,USA,[39.828175],[-98.5795],Point(-98.5795 39.828175),331449281.0,Kiowa-Tanoan,Kiowa-Tanoan,tsj,0.92,72
2155,kmz,Turkic (East-Central Xorasan),Eurasia,37.0,59.0,0.0,6a Vigorous,886000.0,1,IR,IRN,[32.0],[53.0],Point(53.0 32.0),79966230.0,Altaic,Turkic,tex,0.798,22
2156,kmz,Turkic (West Xorasan),Eurasia,37.0,59.0,0.0,6a Vigorous,886000.0,1,IR,IRN,[32.0],[53.0],Point(53.0 32.0),79966230.0,Altaic,Turkic,twx,0.798,22
2157,hrc,Tangga,Papunesia,-3.46666666667,153.2,0.0,6a Vigorous,17200.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,tga,0.555,217
2158,tbw,Tagbanwa (Aborlan),Papunesia,9.5,118.5,0.0,5 Developing,10000.0,1,PH,PHL,[12.0],[123.0],Point(123.0 12.0),100981437.0,Austronesian,Greater Central Philippine,tgb,0.699,107
2159,tgc,Tigak,Papunesia,-2.71666666667,150.8,0.0,5 Developing,10000.0,1,PG,PNG,[-6.3],[147.0],Point(147.0 -6.3),8935000.0,Austronesian,Oceanic,tgk,0.555,298
2160,tsj,Tshangla,Eurasia,27.8333333333,92.1666666667,0.0,4 Educational,175000.0,3,BT IN,"['CHN', 'IND', 'BTN']","[35.844722222, 22.8, 27.45]","[103.451944444, 83.0, 90.5]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)', 'Point(90.5 27.45)']","[1409517397.0, 1443497378.0, 1326093247.0, 807610.0]",Sino-Tibetan,Bodic,tgl,"[0.752, 0.64, 0.612]",252
